CNPJ_CIA;DT_REFER;VERSAO;DENOM_CIA;CD_CVM;CATEG_DOC;ID_DOC;DT_RECEB;LINK_DOC
12.648.266/0001-24;2021-03-31;1;AMBIPAR PARTICIPAÇÕES E EMPREENDIMENTOS S.A.;024961;ITR;103924;2021-05-12;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=103924
12.648.327/0001-53;2021-03-31;1;HIDROVIAS DO BRASIL S.A.;022675;ITR;104142;2021-05-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104142
12.919.786/0001-24;2021-03-31;1;TCP TERMINAL DE CONTEINERES DE PARANAGUA SA;024066;ITR;104368;2021-05-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104368
12.979.898/0001-70;2021-03-31;1;FORTE SECURITIZADORA S.A.;022489;ITR;104355;2021-05-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104355
13.009.717/0001-46;2021-03-31;1;BCO ESTADO DE SERGIPE S.A. - BANESE;001120;ITR;104290;2021-05-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104290
13.017.462/0001-63;2021-03-31;1;ENERGISA SERGIPE - DISTRIBUIDORA DE ENERGIA S/A;018996;ITR;104101;2021-05-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104101
13.217.485/0001-11;2021-03-31;1;GRUPO SBF S.A.;024694;ITR;104070;2021-05-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104070
13.270.520/0001-66;2021-03-31;1;KORA SAÚDE PARTICIPAÇÕES S.A.;025879;ITR;104438;2021-05-17;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104438
13.349.677/0001-81;2021-03-31;1;REIT SECURITIZADORA DE RECEBÍVEIS IMOBILIÁRIOS S/A;022802;ITR;104443;2021-05-17;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104443
13.444.994/0001-87;2021-03-31;1;MLOG S.A.;022586;ITR;106114;2021-06-23;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=106114
13.457.942/0001-45;2021-03-31;1;RIVA INCORPORADORA S.A;024996;ITR;104313;2021-05-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104313
13.483.537/0001-00;2021-03-31;1;BRASIL SECURITIZADORA S/A;024287;ITR;104255;2021-05-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104255
13.574.594/0001-96;2021-03-31;1;BK BRASIL OPERAÇÃO E ASSESSORIA A RESTAURANTES SA;024317;ITR;103491;2021-05-06;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=103491
13.584.310/0001-42;2021-03-31;1;SUGOI S.A.;023957;ITR;104496;2021-05-17;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104496
14.110.585/0001-07;2021-03-31;1;MÉLIUZ S.A.;025232;ITR;104391;2021-05-17;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104391
14.127.813/0001-51;2021-03-31;1;GETNINJAS S.A.;025887;ITR;104494;2021-05-17;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104494
14.308.514/0001-13;2021-03-31;1;PARTICIPAÇÕES INDUST. DO NORDESTE S.A.;001597;ITR;104199;2021-05-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104199
14.333.683/0001-03;2021-03-31;1;FONTAINE VILLE PARTICIPAÇÕES S/A;023019;ITR;104570;2021-05-18;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104570
14.388.334/0001-99;2021-03-31;1;PARANA BCO S.A.;020729;ITR;104079;2021-05-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104079
14.776.142/0001-50;2021-03-31;1;WESTWING COMÉRCIO VAREJISTA S.A.;025518;ITR;104133;2021-05-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104133
14.785.152/0001-51;2021-03-31;1;HBR REALTY EMPREENDIMENTOS IMOBILIÁRIOS S.A.;025402;ITR;104465;2021-05-17;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104465
14.807.945/0001-24;2021-03-31;1;SANSUY S.A. INDUSTRIA DE PLASTICOS;012696;ITR;104041;2021-05-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104041
14.876.090/0001-93;2021-03-31;1;GAIA IMPACTO SECURITIZADORA S.A.;022764;ITR;104426;2021-05-17;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104426
14.882.295/0001-81;2021-03-31;1;CBO HOLDING S.A.;023620;ITR;104309;2021-05-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104309
14.998.371/0001-19;2021-03-31;1;J. MACEDO S.A.;021156;ITR;103781;2021-05-11;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=103781
15.073.274/0001-88;2021-03-31;1;PPLA PARTICIPATIONS LTD.;080152;ITR;104587;2021-05-18;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104587
15.101.405/0001-93;2021-03-31;1;CORREA RIBEIRO S.A. COMERCIO E INDUSTRIA;004863;ITR;104225;2021-05-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104225
15.115.504/0001-24;2021-03-31;1;TRONOX PIGMENTOS DO BRASIL S.A.;011398;ITR;104232;2021-05-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104232
15.139.629/0001-94;2021-03-31;1;CIA ELETRICIDADE EST. DA BAHIA - COELBA;014524;ITR;103498;2021-05-06;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=103498
15.141.799/0001-03;2021-03-31;1;CIA FERRO LIGAS DA BAHIA - FERBASA;003069;ITR;104055;2021-05-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104055
15.144.017/0001-90;2021-03-31;1;CIA SEGUROS ALIANCA DA BAHIA;003115;ITR;104430;2021-05-17;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104430
15.229.110/0001-05;2021-03-31;1;CAPITALE SECURITIZADORA DE CRÉDITO S/A;023353;ITR;104450;2021-05-17;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104450
15.377.572/0001-61;2021-03-31;1;NASA SECURITIZADORA S.A.;023906;ITR;104455;2021-05-17;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104455
15.377.572/0001-61;2021-03-31;2;NASA SECURITIZADORA S.A.;023906;ITR;105804;2021-06-08;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=105804
15.413.826/0001-50;2021-03-31;1;ENERGISA MATO GROSSO DO SUL - DIST DE ENERGIA S.A.;005576;ITR;104097;2021-05-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104097
15.484.093/0001-44;2021-03-31;1;ECO101 CONCESSIONÁRIA DE RODOVIAS S.A.;023582;ITR;104060;2021-05-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104060
15.494.541/0001-90;2021-03-31;1;SALUS INFRAESTRUTURA PORTUARIA SA;023540;ITR;104321;2021-05-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104321
15.494.541/0001-90;2021-03-31;2;SALUS INFRAESTRUTURA PORTUARIA SA;023540;ITR;105887;2021-06-11;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=105887
15.578.569/0001-06;2021-03-31;1;CONC DO AEROPORTO INTERNACIONAL DE GUARULHOS S.A.;023515;ITR;104285;2021-05-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104285
15.675.715/0001-11;2021-03-31;1;HOUSI S.A.;025313;ITR;104518;2021-05-17;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104518
15.688.041/0001-90;2021-03-31;1;MBK SECURITIZADORA SA;022861;ITR;104246;2021-05-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104246
16.233.389/0001-55;2021-03-31;1;LOJAS LE BISCUIT S.A.;025542;ITR;103876;2021-05-12;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=103876
16.234.171/0001-15;2021-03-31;1;METANOR SA METANOL DO NE;008745;ITR;104223;2021-05-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104223
16.404.287/0001-55;2021-03-31;1;SUZANO PAPEL E CELULOSE S.A.;013986;ITR;103898;2021-05-12;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=103898
16.590.234/0001-76;2021-03-31;1;AREZZO INDÚSTRIA E COMÉRCIO S.A.;022349;ITR;104154;2021-05-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104154
16.590.234/0001-76;2021-03-31;2;AREZZO INDÚSTRIA E COMÉRCIO S.A.;022349;ITR;105870;2021-06-10;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=105870
16.590.234/0001-76;2021-03-31;3;AREZZO INDÚSTRIA E COMÉRCIO S.A.;022349;ITR;106082;2021-06-22;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=106082
16.614.075/0001-00;2021-03-31;1;DIRECIONAL ENGENHARIA S.A.;021350;ITR;103670;2021-05-10;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=103670
16.670.085/0001-55;2021-03-31;1;LOCALIZA RENT A CAR S.A.;019739;ITR;103329;2021-05-03;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=103329
16.676.520/0001-59;2021-03-31;1;HOSPITAL MATER DEI S.A.;025690;ITR;104136;2021-05-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104136
16.811.931/0001-00;2021-03-31;1;ALPHAVILLE S.A.;025275;ITR;104149;2021-05-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104149
16.922.038/0001-51;2021-03-31;1;ENJOEI S.A.;025259;ITR;104289;2021-05-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104289
17.155.730/0001-64;2021-03-31;1;CIA ENERGETICA DE MINAS GERAIS - CEMIG;002453;ITR;104325;2021-05-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104325
17.159.005/0001-64;2021-03-31;1;FIACAO TEC SAO JOSE S.A.;005983;ITR;104387;2021-05-16;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104387
17.161.241/0001-15;2021-03-31;1;MINASMAQUINAS S.A.;008818;ITR;103993;2021-05-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=103993
17.162.082/0001-73;2021-03-31;1;MENDES JUNIOR ENGENHARIA S.A.;004782;ITR;104006;2021-05-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104006
17.162.082/0001-73;2021-03-31;2;MENDES JUNIOR ENGENHARIA S.A.;004782;ITR;104007;2021-05-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104007
17.167.396/0001-69;2021-03-31;1;ALFA HOLDINGS S.A.;009954;ITR;103867;2021-05-12;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=103867
17.167.412/0001-13;2021-03-31;1;FINANCEIRA ALFA S.A.- CRED FINANC E INVS;003891;ITR;103866;2021-05-12;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=103866
17.184.037/0001-10;2021-03-31;1;BCO MERCANTIL DO BRASIL S.A.;001325;ITR;104167;2021-05-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104167
17.193.806/0001-46;2021-03-31;1;CONSORCIO ALFA DE ADMINISTRACAO S.A.;004707;ITR;103868;2021-05-12;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=103868
17.234.244/0001-31;2021-03-31;1;FTL - FERROVIA TRANSNORDESTINA LOGÍSTICA S.A.;023370;ITR;104420;2021-05-17;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104420
17.245.234/0001-00;2021-03-31;1;CIA FIACAO TECIDOS CEDRO CACHOEIRA;003077;ITR;104260;2021-05-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104260
17.245.234/0001-00;2021-03-31;2;CIA FIACAO TECIDOS CEDRO CACHOEIRA;003077;ITR;104413;2021-05-17;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104413
17.281.106/0001-03;2021-03-31;1;CIA SANEAMENTO DE MINAS GERAIS-COPASA MG;019445;ITR;103359;2021-05-04;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=103359
17.314.329/0001-20;2021-03-31;1;INTERNATIONAL MEAL COMPANY ALIMENTACAO S.A.;023574;ITR;103974;2021-05-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=103974
17.344.597/0001-94;2021-03-31;1;BB SEGURIDADE PARTICIPAÇÕES S.A.;023159;ITR;103271;2021-05-03;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=103271
18.174.270/0001-84;2021-03-31;1;DOTZ S.A.;025836;ITR;104396;2021-05-17;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104396
18.328.118/0001-09;2021-03-31;1;PET CENTER COMÉRCIO E PARTICIPAÇÕES S.A.;025089;ITR;103714;2021-05-10;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=103714
18.483.666/0001-03;2021-03-31;1;HUMBERG AGRIBRASIL COMÉRCIO E EXPORTAÇÃO DE GRÃOS S.A.;025933;ITR;103131;2021-04-28;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=103131
18.494.485/0001-82;2021-03-31;1;PORTO SUDESTE V.M. S.A.;023523;ITR;104316;2021-05-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104316
18.572.225/0001-88;2021-03-31;1;CONCEBRA - CONCESSIONARIA DAS RODOVIAS CENTRAIS DO BRASIL;023868;ITR;104054;2021-05-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104054
18.593.815/0001-97;2021-03-31;1;PRINER SERVIÇOS INDUSTRIAIS S.A.;024236;ITR;104278;2021-05-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104278
19.208.022/0001-70;2021-03-31;1;ECO050 CONCESSIONÁRIA DE RODOVIAS S.A.;023884;ITR;104064;2021-05-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104064
19.276.528/0001-16;2021-03-31;1;BCBF PARTICIPAÇÕES S.A.;024775;ITR;104332;2021-05-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104332
19.296.342/0001-29;2021-03-31;1;MGI - MINAS GERAIS PARTICIPAÇÕES S.A.;022942;ITR;104213;2021-05-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104213
19.378.769/0001-76;2021-03-31;1;INSTITUTO HERMES PARDINI S.A.;024090;ITR;104462;2021-05-17;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104462
19.403.252/0001-90;2021-03-31;1;EMCCAMP RESIDENCIAL S.A.;025909;ITR;104456;2021-05-17;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104456
19.521.322/0001-04;2021-03-31;1;CONCESSIONÁRIA ROTA DO OESTE S.A.;023922;ITR;104360;2021-05-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104360
19.526.748/0001-50;2021-03-31;1;CIA INDUSTRIAL CATAGUASES;003395;ITR;103994;2021-05-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=103994
19.527.586/0001-75;2021-03-31;1;COMPANHIA ENERGÉTICA SINOP S/A;024155;ITR;104382;2021-05-15;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104382
19.527.639/0001-58;2021-03-31;1;ENERGISA MINAS GERAIS - DISTRIBUIDORA DE ENERGIA S/A;003271;ITR;104091;2021-05-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104091
19.642.306/0001-70;2021-03-31;1;CONCESSIONÁRIA DE RODOVIA SUL-MATOGROSSENSE S.A.;023833;ITR;104083;2021-05-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104083
19.726.048/0001-00;2021-03-31;1;CONCESSIONÁRIA BR-040 S.A.;023892;ITR;104533;2021-05-17;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104533
19.851.496/0001-35;2021-03-31;1;LOGOS COMPANHIA SECURITIZADORA S/A;023477;ITR;104204;2021-05-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104204
19.853.511/0001-84;2021-03-31;1;NOTRE DAME INTERMÉDICA PARTICIPAÇÕES S.A.;024384;ITR;103834;2021-05-11;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=103834
19.853.511/0001-84;2021-03-31;2;NOTRE DAME INTERMÉDICA PARTICIPAÇÕES S.A.;024384;ITR;104555;2021-05-18;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104555
20.247.322/0001-47;2021-03-31;1;ALLIED TECNOLOGIA S.A.;025330;ITR;103801;2021-05-11;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=103801
20.258.278/0001-70;2021-03-31;1;OURO FINO SAUDE ANIMAL PARTICIPACOES S.A.;023507;ITR;103477;2021-05-06;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=103477
20.451.953/0001-83;2021-03-31;1;REAG SECURITIES - SECURITIZADORA DE CRÉDITOS  S/A;023760;ITR;104372;2021-05-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104372
20.646.442/0001-17;2021-03-31;1;GAIA CRED SECURITIZADORA DE CRÉDITOS FINANCEIROS S/A.;024040;ITR;104341;2021-05-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104341
21.240.146/0001-84;2021-03-31;1;AGROGALAXY PARTICIPAÇÕES S.A.;025658;ITR;104435;2021-05-17;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104435
21.254.073/0001-80;2021-03-31;1;COMPANHIA ITAUNENSE ENERGIA E PARTICIPAÇÕES;003450;ITR;104433;2021-05-17;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104433
21.255.567/0001-89;2021-03-31;1;CIA TECIDOS SANTANENSE;004081;ITR;104161;2021-05-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104161
21.262.638/0001-70;2021-03-31;1;ENCALSO PARTICIPAÇÕES EM CONCESSÕES S/A;023701;ITR;104176;2021-05-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104176
21.314.559/0001-66;2021-03-31;1;MOVIDA PARTICIPACOES SA;023825;ITR;103104;2021-04-27;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=103104
21.314.559/0001-66;2021-03-31;2;MOVIDA PARTICIPACOES SA;023825;ITR;103111;2021-04-28;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=103111
21.314.559/0001-66;2021-03-31;3;MOVIDA PARTICIPACOES SA;023825;ITR;103326;2021-05-03;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=103326
21.389.501/0001-81;2021-03-31;1;COMPASS GÁS E ENERGIA S.A.;025127;ITR;104312;2021-05-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104312
21.414.457/0001-12;2021-03-31;1;LEADS CIA. SECURITIZADORA;023558;ITR;104305;2021-05-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104305
21.610.416/0001-00;2021-03-31;1;FORTUNATO SECURITIZADORA S/A;023566;ITR;104282;2021-05-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104282
21.948.105/0001-47;2021-03-31;1;BTGI QUARTZO PARTICIPAÇÕES S/A;023850;ITR;104217;2021-05-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104217
21.976.484/0001-89;2021-03-31;1;RUGE SECURITIZADORA DE CRÉDITOS FINANCEIROS S.A.;024538;ITR;104471;2021-05-17;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104471
21.976.510/0001-79;2021-03-31;1;BTGI SAFIRA PARTICIPAÇÕES S/A;023841;ITR;104218;2021-05-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104218
22.163.297/0001-49;2021-03-31;1;CONCESSIONÁRIA PONTE RIO-NITERÓI S.A. - ECOPONTE;024139;ITR;104063;2021-05-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104063
22.261.473/0001-85;2021-03-31;1;COMPANHIA DE GÁS DE MINAS GERAIS - GASMIG;025178;ITR;104297;2021-05-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104297
